,id,label,d2v
180,190,3,"[ 0.3856041  -0.07118532  1.473561    0.8958143  -0.5733679   1.3713565
  1.3579667   0.01555988 -1.0729284  -0.5202027 ]"
181,191,4,"[ 0.13402823 -0.8307391   1.6463857   1.8440491   0.52800274  0.8965901
  0.13809396  0.9096191  -0.6794078   0.52564526]"
182,192,2,"[ 0.734471    0.22698249  1.2280298   0.86096114 -0.07885745  0.89397246
  0.03348357  0.4889051  -0.7427889  -0.2493185 ]"
183,193,3,"[-0.13911551 -0.85756665 -0.39093202  0.4087232  -0.3045533   1.0256816
  0.9383429   0.65426916 -1.7744563  -1.1123891 ]"
184,194,3,"[ 1.161112    1.4816685   1.1153674  -0.09704501  0.10458609 -0.5799688
 -0.748569    0.4703293  -1.278269    0.52677363]"
185,195,4,"[ 0.89392114 -0.08473457  0.9300613   0.7882574  -0.42358845  0.16400613
  0.24870786  1.1185206  -0.94692814 -0.6286196 ]"
186,196,2,"[ 0.67430776  0.5594896   1.5234596   0.78916514 -0.11942074  0.46722317
  0.8920611   0.9242792   0.39500663 -0.3679559 ]"
187,197,2,"[ 0.3959589  -0.5051245  -0.733388    1.7668579   0.2923649  -0.9129778
  0.7304598   1.0123802  -0.5662646  -0.30928886]"
188,198,3,"[ 0.32444704 -0.805885    0.7460013  -1.0882441  -1.7005311  -0.19555765
  1.1144042   2.877245   -1.0357914  -0.37080824]"
189,199,3,"[-0.7674313  -0.7580235  -0.5679612  -0.19047159 -1.0621197   0.59440005
 -0.12014635  1.0833638  -0.852903   -2.6062455 ]"
190,200,4,"[ 1.2680647   0.83652985  1.3249335   0.6084316   1.1686797   0.09351254
  0.43204537  0.4336807   0.24131656 -0.34233505]"
191,201,3,"[ 0.31474    -0.24492648 -0.30506125  0.36796507  0.41772395  0.27808896
  0.540757    0.95337397 -0.4223956  -0.92836386]"
192,203,4,"[ 0.17925858 -0.09058736  0.34304804  0.19189893  0.13726906 -0.05665135
  0.97279966  1.3924818  -0.6363941  -0.3948473 ]"
193,204,3,"[ 0.1332475  -0.5508068   1.0289319   0.81777245  0.05509999  0.8272014
  1.3726783   0.5640609  -0.9667524  -0.83784574]"
194,205,3,"[-0.18614785 -1.634388    0.07475419  0.97781765  0.8604115  -0.6582188
  0.1136354   1.5705793  -0.33480912 -1.7757882 ]"
195,206,2,"[ 0.30369857 -0.1709148   1.0003275   1.2391814   0.36104646  0.64340395
  0.50523484  1.334837    0.3130891  -1.3419216 ]"
196,207,2,"[ 0.8045342  -0.22111833  0.94971365  0.37504452  0.483682   -1.0644709
  0.30364543  1.5439265   0.27711475 -0.7892063 ]"
197,210,4,"[ 1.5053338  -0.57663536  1.2537668   0.9135573  -0.54191047 -0.04053392
  0.60373116  0.9597214   0.06719821 -0.55179274]"
198,211,4,"[ 0.8311368  -0.11331327  0.19193631  1.0662605   0.52647376 -0.01705977
  0.05333187  0.7191392  -0.05055958 -0.7628641 ]"
199,212,4,"[-0.1616279   0.46587244  0.9956307   1.2140338  -1.1521109   0.15357335
  0.35841468  1.061883   -0.48542812 -0.9051218 ]"
200,213,2,"[ 0.39085546  0.18770216 -0.04139571  1.7451339   0.45857507  0.38263974
  0.66274434  1.1784109  -0.5816285  -0.5385444 ]"
201,214,3,"[ 1.3967408  -1.8983738   1.1424226   0.6980513  -0.03913236 -1.8840132
  1.3765306   1.5923299   1.5315223   0.07535039]"
202,215,2,"[ 0.49618316  1.1463847   1.0018495   0.92678034 -0.95090926  0.3075417
 -1.0842164   0.78687686 -1.0132687  -0.14796188]"
203,216,4,"[ 1.6314564   0.1509585  -0.40415615  1.2524321   0.45363572  0.6356103
  0.7428574   0.7901929  -0.8933953   0.12922849]"
204,217,4,"[ 1.1759691   0.15062948  1.4378872   1.1751764   0.93590474  0.90024894
  0.2410178  -0.3194495  -0.8460161  -0.8523103 ]"
205,218,2,"[ 0.346135   -0.5271665   0.50112283  0.48985127 -1.3617237   0.5253735
  0.2097758   1.6868664  -0.95084006 -1.485779  ]"
206,219,2,"[ 0.4534614   0.35812756  0.3365945  -0.28944597  0.6901106   0.3604888
  0.39518505  1.5862646  -0.20937642 -0.5352159 ]"
207,220,4,"[ 0.40391532  0.12667052  0.7379145   1.4518948   0.9273336   0.4326123
 -0.09774946  0.4842809  -0.3091653  -0.69530857]"
208,221,3,"[ 1.2030416   0.9222852   0.35687327 -0.65240705 -0.8199229  -0.7037596
  0.8317828   1.2206218  -0.2533404   0.15576275]"
209,222,2,"[ 0.38701373  0.20957743  0.43492746  1.0924215  -0.15903293  0.8810291
  0.26031402  1.5281483   0.33004108 -1.3867285 ]"
210,223,3,"[ 1.5058053   1.122829    0.5151678  -1.530479    0.24597582  1.2212656
  0.06351666  0.31841815 -0.5975338  -0.5827541 ]"
211,224,2,"[ 0.6573838   0.2746132   0.5263866   0.36820257 -0.45410278 -1.9247265
  0.13498439  0.01215824 -1.2351854  -1.2709703 ]"
212,225,4,"[ 0.15660839  0.22892445  0.82478726  1.590948    0.5209546   0.09057889
  0.6177494   0.57643306 -0.48111007 -0.1013307 ]"
213,226,1,"[ 0.5970462 -0.2371977  1.111616   1.0839533  0.2802643  0.3089025
  0.6395246  0.5639746 -0.4237105 -0.7513084]"
214,227,3,"[ 1.014584    0.22169773  0.30181235  1.1655402   0.9884952  -0.4962946
  0.24785106  0.1541756   0.11073117 -2.0774894 ]"
215,228,2,"[ 0.91051316  0.43362367  0.79995704  0.08276627 -0.19064951 -0.73017
 -0.14598162  1.047734   -0.8229984   0.0876524 ]"
216,229,4,"[ 0.6208618  -0.34118584  1.235656    0.6746     -0.7089675   0.5292125
  0.23767738  0.88452405 -1.3730954  -0.49653107]"
217,230,4,"[ 1.1867384   0.2282781   0.3426609   1.2816188   0.36281243 -0.03210815
  0.5246457   1.4165733  -0.2696776   0.2602605 ]"
218,231,4,"[ 0.1148737   1.364017    0.07979859  0.7500481   0.53633827  0.13845548
  1.1208506   0.16617945 -1.6036085  -1.1144724 ]"
219,232,2,"[ 1.1064091  -1.883626    1.0668913  -2.659955    0.979348   -0.6983258
  2.336958    1.5356314  -1.3865714   0.51153696]"
220,233,1,"[ 0.39910996 -0.48408794  0.8926576   1.7796984  -0.8192461  -0.01095276
  0.6825635   1.185211    0.2432898  -0.3804043 ]"
221,234,4,"[-0.39906496 -1.4120338   0.30400357  0.61901665  0.19817592  1.0555867
  0.20283696  0.67349505 -0.4960444  -1.5918337 ]"
222,235,2,"[ 2.4618028e-02 -5.4618144e-01  1.4582863e+00  9.6305913e-01
  5.3437793e-01  5.4802924e-01  1.2844096e+00  3.9254919e-02
 -1.1510601e+00 -9.1935345e-04]"
223,236,3,"[-0.1575605  -0.07740279  0.97368306  0.6599758  -0.64586776  0.23640095
  0.215128    0.65583825 -1.2237962  -1.4498811 ]"
224,237,3,"[-0.7403725  -1.7110145   0.857529   -0.01912265  0.36458883 -0.56612706
  0.95650005  1.7616829  -0.5216132  -0.8160132 ]"
225,238,2,"[ 1.7929589   0.59314245  0.97545445  1.0119467   0.22126892 -0.28925323
 -0.8663797   0.35040238 -0.5819175  -0.25647467]"
226,239,4,"[ 0.2916099  -0.07558315  1.3832257   0.30947018 -0.08054109  0.4126169
 -0.26173228  0.89037794 -0.709187   -0.4908958 ]"
227,240,2,"[ 0.7376392  -0.19796088 -0.3649119   0.7279809   0.63479346 -0.58889693
  0.36867166  1.4489157  -0.66807425 -0.59428287]"
228,241,4,"[ 1.0104955  -0.33787826  1.0895817   0.8007958  -0.3241232  -0.15013178
  0.4648702   0.73209053 -0.16937159 -0.31371805]"
229,242,2,"[ 1.2709118  -1.0057273   0.418469    0.03742182 -0.41866234 -0.50866693
  0.6102099   1.8634098   0.09908764 -0.8062282 ]"
230,243,3,"[ 0.1351493   0.01654019  0.69896775 -0.6672735  -0.51256305 -0.48374116
  0.16694939  1.5111527  -0.8850195  -1.1672366 ]"
231,244,4,"[ 0.8691906  -0.3294993   0.70219207  0.39484558 -0.22968203 -0.2745343
  0.04150191  0.72265494 -1.0880537  -0.44842005]"
232,245,3,"[ 0.97572017  0.04481456 -0.1677163   0.690441    0.24687845 -0.84698147
  0.2830321   1.6715729  -0.30752468 -0.9311179 ]"
233,246,4,"[ 0.33064336 -0.24426691  1.370288    1.2802055  -0.30228445  0.43564126
  0.19448373  0.9613167  -0.44426566 -0.10871671]"
234,247,1,"[ 0.3417585   0.21051823  0.7185328   0.5211805  -0.46924832  0.42805916
 -0.02410964  0.01540018 -1.0058888  -0.94900167]"
235,248,3,"[ 0.18097335  0.22453786  1.2931783   0.7939378   0.00172453  0.69718593
  0.02966908  0.93034136 -0.8840663  -0.5344128 ]"
236,249,2,"[ 0.39480588 -0.37656644  1.2827063   0.73923844  0.12243304  0.6810513
  0.76342964  0.93883425 -0.06573759 -0.48159528]"
237,250,3,"[-0.34314483 -1.0177606   0.68974125  2.3004959  -0.3571503   0.23820522
  0.35160804  0.7561391  -0.41214007 -0.6871647 ]"
238,251,3,"[ 0.46987152 -0.70166725  0.8528091   0.08668767  0.15505016 -1.4657838
  0.2928812   1.7470868  -1.0349406   0.1848314 ]"
239,252,2,"[ 0.81739396  1.67437     1.2422457   0.8769677  -0.4941644   0.98130196
  1.6938499   0.2961444  -0.64544034  1.101155  ]"
240,253,2,"[ 0.28499317  0.4882101   1.0694728   0.6407172  -0.00608227  0.08503617
 -0.03730205  0.9179842  -1.4153844   0.21293409]"
241,254,2,"[ 0.8119039   0.20308784  0.25134096  0.55537015  0.37967148 -0.8652843
  0.61646694  1.5363493  -0.24233033 -0.4646509 ]"
242,255,3,"[-1.2183934   0.32760862  1.2728717  -0.1716479  -0.22878271  0.53971654
  0.855167    0.8601426  -0.32180887 -1.0144894 ]"
243,256,4,"[ 0.4892665   0.230837    1.5166359   1.2787604   1.0185567   0.8134511
 -0.6730802   1.1280286  -0.422587    0.52380437]"
244,257,4,"[ 0.6517955   0.34888923  0.9898357   1.1690404  -0.3327457   0.46635538
  0.25848055  1.32063    -0.78565633 -0.69093037]"
245,258,1,"[ 0.35456964  0.21618122  1.359844    0.9192137   0.7349887   0.09454735
  1.0671263  -0.8556037  -1.4264243  -1.43596   ]"
246,259,3,"[ 0.69532037 -0.5107563   0.28310433  0.86166227 -1.099804   -1.6856157
  1.4098735  -0.8637955  -0.6724998  -2.0037296 ]"
247,260,2,"[ 0.19049044 -0.09216164  0.643814    0.25534064  0.2860368  -0.03463334
  0.8891999   1.4099907  -0.5964955  -0.9259717 ]"
248,261,1,"[ 0.4871571  -0.2080478   1.6843959   0.7238267  -0.2548049   0.6812208
  0.62208897  0.44745684 -1.0749277   0.28257596]"
249,262,3,"[-0.40945077 -0.01807555  0.6433145   0.01248156 -1.1469368   0.06975938
  0.5550648   0.28203356 -1.3471283  -1.0306162 ]"
250,264,1,"[ 0.00236707 -1.0363314   0.5229705   0.07612475 -0.00585403  0.560875
 -0.47522065  1.7552531  -0.02924588 -1.8974949 ]"
251,265,1,"[-0.7065113   0.03335502  1.7410313   1.526276    0.41584042 -0.20014593
  1.2666904   1.0178596  -0.62447417  0.062898  ]"
252,266,2,"[ 0.4748584   0.78737485  1.2719452   0.8388867  -0.10049039 -0.03882322
  0.01622957  0.699344   -1.0479403   0.11643998]"
253,267,1,"[-0.5540232  -0.63887525  0.8903289  -0.12613203  0.14088325  0.24387582
  0.58976513  1.5208834  -0.6891795   0.7357743 ]"
254,268,4,"[ 0.29362977 -0.15837714  1.277774    0.8239774  -0.30353832 -0.09590099
  0.45762563  0.6732162  -0.46334043 -0.72874093]"
255,269,4,"[ 0.22409108 -0.12906252  2.2489696   1.0154403   0.48933208  0.43014026
  0.4137677  -0.08249554 -0.87482446  0.33602202]"
256,270,2,"[ 1.0794034   0.34627458  1.0142223   0.2756295  -0.07605671 -1.0006741
 -0.273882    1.3964794  -0.3559493  -0.0022096 ]"
257,271,3,"[-0.41452602 -1.0595388   0.12359194  0.01387869  0.06390839  0.21584651
  1.4530114   1.2908114  -1.6167221   0.31172863]"
258,273,3,"[-0.32019502 -0.13795255  0.03823141  0.82864416  0.297454    1.0628653
  0.10002164  0.92827195 -0.34840453 -0.80194604]"
259,274,1,"[ 0.6994467  -1.5846437   0.57916015  0.911425   -0.40238926 -0.84952724
  1.2695751   0.55413985 -0.6651953  -0.6562211 ]"
260,275,1,"[ 0.7443407   0.40101352  1.6794567  -0.5584847   0.6304549   0.65001667
  0.98316497  0.00191402 -1.7727847  -0.05538302]"
261,276,2,"[ 0.49229974  0.62668186  1.0334308   0.42588827  0.77705663  0.7351948
  0.2870402   0.9282804  -0.75676644 -0.05617872]"
262,277,2,"[ 1.0494967  -0.5740726   1.3326583  -0.57417965  0.52334505  0.69338906
  0.31682226  1.184925    0.15394598  0.5358146 ]"
263,278,3,"[-0.54538596 -0.24392268 -0.15093128  0.96681577 -0.15139654  0.11743823
 -0.16910481  1.7910569   0.03382533 -0.8955838 ]"
264,279,3,"[ 0.70595807  2.1338737  -0.2943312  -0.57221276  0.2865733   0.39429384
 -0.5217663   2.101569   -0.08661009 -1.5817885 ]"
265,280,3,"[-0.00938853 -0.6917828  -0.31895545  1.0655547  -0.31517273  0.40291962
  1.4228966   0.8218601  -1.396797   -0.61406946]"
266,281,1,"[-0.09099823 -0.42385632  1.2097671   0.6748129   0.09024917  0.8964114
  0.88104403  0.87297255 -0.42372268 -0.04748602]"
267,282,1,"[-0.16714114 -0.20438522  0.7048452   1.6645235   0.53419966  0.5547486
  0.7746226   0.39602593 -0.5979297  -0.6279674 ]"
268,283,4,"[ 1.0756525   0.20447272  1.4439175   0.6734929  -0.5236452   0.38977903
  0.06250388  1.0788536  -1.1643429  -0.14938037]"
269,284,4,"[ 1.653986    0.43531713  1.4108659  -0.5456943   1.1116202   0.7172075
  0.16621365 -0.7937052  -1.2877105  -0.43455425]"
270,285,3,"[ 1.088853    0.09417348  1.2918218   0.69033676 -0.26982227 -0.37589794
  0.6211357   1.1322562   0.10204321 -0.20935841]"
271,286,3,"[ 0.56299627  0.01856177  0.19514929  0.77790576 -0.9586471  -1.2991427
 -0.24374025  1.257351   -1.3220375  -0.3835562 ]"
272,287,3,"[-0.11781717 -0.5782819   0.793525    0.3747222  -0.25505653 -0.12344796
  0.2534321   2.12899     0.42351878 -0.42719454]"
273,288,3,"[ 0.38806137 -0.13797812  0.6534795   0.18353744 -1.2820663   0.15880282
  0.34246305  1.7712334  -0.9719271  -0.95825   ]"
274,290,4,"[ 0.6459485   0.57111675  1.2188519   1.1452764   0.45686114  0.2827746
  0.70184577  0.5409969   0.02401798 -0.6116266 ]"
275,291,4,"[ 0.61120665 -0.25554416  1.1040483   0.78021836  0.60652983  0.07545042
  0.5549703   1.5240268  -0.04497738 -0.10590371]"
276,292,2,"[ 0.30147207  0.52223796  1.3390914   0.46959344 -0.55129564  0.5561707
  0.45386502  0.71008486 -0.7008646  -0.88843286]"
277,293,4,"[ 1.079208    1.1445266   0.7410007   0.78303087  0.5524641  -0.40503412
  1.2606503   0.07972013 -0.1637813  -0.06526811]"
278,294,2,"[ 0.46562877  0.32507372  0.8553151  -0.31340042 -0.21506183 -1.0744004
 -0.26306126  2.1093225  -1.6597039   0.70533437]"
279,296,2,"[ 0.15325129 -0.35615095  0.44113225  1.0191581   0.49815035  0.8368392
  0.16698241  1.271868    0.0305966  -0.92177343]"
280,297,1,"[ 0.74761844 -0.7609933   1.3038079   0.6225304  -0.49419484  0.5866204
  0.79393387  0.69461346 -0.37139678 -0.880727  ]"
281,298,1,"[ 0.88714427  0.5701085   0.51780385  1.8043855   0.9726015  -0.2616329
  0.35292438 -0.03590134 -0.18019183 -1.5267987 ]"
282,299,2,"[ 0.01357536 -0.26813027  1.9031768   0.45261228 -0.01862495  0.25849876
  1.0878826   0.62642187 -1.188891    0.19962946]"
283,300,2,"[ 1.144613    0.5643574   1.1297927   0.996636   -0.010543    1.3913696
  0.41854113 -0.2766819  -0.7459683  -1.8689772 ]"
284,301,2,"[ 0.6326995  -0.10535157  0.14809884  0.23850702  0.72217447 -0.5299651
  0.4039075   1.1732054  -0.34870428 -0.17017344]"
285,302,4,"[ 5.0922555e-01 -2.6169887e-03  1.5053918e+00  4.9379590e-01
  6.2117094e-01  9.0398037e-01 -3.1301159e-01  1.3180569e+00
 -4.4687232e-01  5.8880105e-04]"
286,303,2,"[ 0.64639115 -0.1500556   1.0267841   1.1177428  -0.01696588  0.555667
  0.00367246  0.778237   -0.31645837 -0.82066566]"
287,304,4,"[ 1.4266694   1.2726287   0.9524571   1.2580459   1.2560179   0.82428604
 -0.38067523 -0.04232714 -0.37661213 -1.402962  ]"
288,305,2,"[ 0.52457196  0.62812036 -0.2386865   2.3841047   1.0790237   0.28157336
  0.72762626 -0.13098378 -1.0516397  -0.90194994]"
289,306,3,"[ 0.17142531  0.09174659  0.2301948   0.7507492  -1.5457637   0.13971892
 -0.17990829  1.5206655  -0.6434723  -1.4097358 ]"
290,307,2,"[-0.13213372  0.04494775  0.7826629  -0.16427463  0.18534008  0.00366259
  0.27265707  2.1132064   0.35226232 -0.8843238 ]"
291,308,2,"[ 0.62270236  0.17092556  1.1263462   0.9995274  -0.2720045   0.539087
 -0.20086443  0.54541653 -1.1136886  -0.2990999 ]"
292,309,2,"[ 0.22566421 -0.00558381  0.6039324   1.100838    0.4011347   0.23122925
  0.7031621   1.0889112  -0.0318531  -0.99516314]"
293,311,4,"[ 0.5914007  -0.5970533   0.90991694  0.33966497 -0.03323656  0.9173451
  0.05388194  0.79841757 -0.33740932 -1.700143  ]"
294,312,3,"[ 0.14059733 -1.4112953   0.16018741  0.10459903  0.28802115  0.63991547
 -0.16494171  1.1668758  -0.70480573 -1.3646818 ]"
295,313,2,"[ 0.73050684  0.47768185 -0.5767664  -0.02165785 -0.2226556   0.58386415
 -0.17566665  1.6648601  -0.28640458 -2.1506176 ]"
296,314,4,"[-0.08654769 -0.15620458  1.8297614  -0.47795528  0.03702648  0.45488518
  0.661307    0.8116451  -0.6866383   0.3594376 ]"
297,315,2,"[ 0.6354767   0.02933143  1.0906541   0.9686671   0.06941447  0.6509728
 -0.02196724  1.3722641  -0.34072465 -0.6805946 ]"
298,316,1,"[ 0.23956788 -0.12608176  1.6847312  -0.02505122 -0.29258338  0.46071836
  0.7711668   1.262339   -0.9585389   0.32345232]"
299,317,4,"[-0.46141052  1.7662429   0.17835544  1.0537705  -1.4456522   1.1372004
 -0.1541724   0.12789331 -0.6167815  -2.3275826 ]"
300,318,3,"[ 1.9045521  -0.34882298  1.5699447  -0.16310112  0.47648495 -1.397398
  1.4918698   0.6311135   0.04231665 -0.15939157]"
301,319,3,"[-0.44741252 -0.4558167  -0.30019134 -0.01253677 -0.33710504 -0.291456
 -0.24287243  1.9713552  -0.78753287 -0.8660706 ]"
302,320,2,"[ 1.5993471   0.6422232   0.8938424  -0.6501594   0.5061959   0.5742462
  1.4104942   1.1945924  -0.93591565  0.16087393]"
303,321,4,"[ 1.6032863  -0.11841604  1.4030553   1.662623   -0.7010663  -0.2768811
  0.17283763  0.326418    0.11869222 -0.111337  ]"
304,322,4,"[ 0.8904199   0.6141256  -0.8817965   1.7743351   0.3631858   0.07480285
  1.4958367   1.6100117  -1.7124872  -0.05883941]"
305,323,2,"[ 0.5027522  -0.4120659   0.5066223   1.1667014   0.9884518  -0.21843807
  0.13965127  0.7510422   0.24916936 -0.93561894]"
306,324,2,"[ 1.0178149   0.18061212  1.1415414   1.3254358  -0.5299424   0.02944402
 -0.36608878  0.77407193 -0.70390815  0.21057941]"
307,325,2,"[ 0.70799786 -0.4565298   0.50678396 -0.22411957  1.3762487   1.5596963
 -0.4162893   0.2731566  -0.23173337 -0.1899977 ]"
308,326,2,"[ 0.8694502   0.37311172  1.0976096   1.2075158  -0.2784601   0.32547697
  0.47205216  1.0486729  -1.0512747  -0.23086293]"
309,327,3,"[ 0.56194806 -1.0465986   1.2711185   0.67437506 -0.86269397 -0.3261124
  1.2375215   1.0244993   0.21883246  0.4159321 ]"
310,328,3,"[-0.08162916 -0.94090396  0.026498    0.50586843  0.66241235  0.6637721
 -0.01523677  1.067531   -0.8100125  -1.2226424 ]"
311,329,2,"[ 1.2029101  -0.05659983  0.40336326  0.5871596  -0.04094917 -0.9989978
 -0.47777987  1.751372   -0.662083   -0.904624  ]"
312,330,3,"[ 0.7693384  -0.40461558  0.33575806  0.6307228   0.23881376 -0.405951
  0.46288827  1.367138   -0.17862186  0.24083455]"
313,331,3,"[-0.65410477 -0.80949575  0.71178097  0.4091898   0.8520564   0.53209513
  0.75462335  1.0882087  -0.22731864 -1.3664484 ]"
314,332,4,"[ 0.66860557  0.10528716  0.46163648  0.9042608   0.6760327   0.05198113
  0.31590357  1.0167596  -0.5432982  -0.47796562]"
315,333,3,"[-0.64370817 -1.2623761   0.57482225 -0.55782855  0.49053922  0.14649445
  0.7684421   1.4871086  -0.5652355  -0.39003012]"
316,334,4,"[-0.02847517  0.6177546   0.70725125  0.7179428  -0.2867159   0.74853164
 -0.29413098  1.4037807  -1.2530034  -0.40580875]"
317,335,2,"[ 0.5692719   0.832591    0.91678405  1.1084975  -0.6697386   0.22383127
 -0.28505534  0.95921135 -0.5797219  -0.23625882]"
318,336,2,"[-0.4876219  -1.1065485   1.5140057   0.18033879 -0.10141069  1.4131501
  1.2947469   0.86424595 -0.77476615 -0.51274747]"
319,337,2,"[ 0.97710836 -1.149111    0.7068848   0.4715238  -0.64801747  0.33526134
  0.26204     1.5876796  -0.9106609  -0.8507685 ]"
320,338,2,"[ 1.8150637  -0.16940653 -1.2170733   0.46715078  0.838395    0.01838088
  0.01010363  1.7925241  -0.9850293  -0.00453883]"
321,339,2,"[ 1.0426925   0.18972887  0.57040244  0.05747716 -0.10684851 -0.623357
 -0.35135743  1.260725   -0.8692132  -0.36471614]"
322,340,3,"[-0.11977181 -0.20221479  0.85534054  0.4875754  -0.60267836  0.1962872
  0.6037811   1.3475308  -0.8806772   0.54106396]"
323,341,2,"[ 1.1210268   0.96492696  0.38138488  0.23764865  0.03332906 -0.02065893
  0.327514    1.9072123  -0.46492216 -0.2817767 ]"
324,342,4,"[ 0.21991439  0.20616437  1.9274421   0.8702262   0.86808926  1.330043
 -0.05595532 -0.7087595  -0.4302128  -0.8209345 ]"
325,343,2,"[ 0.639222    0.39093092  1.365333    0.19974677  0.01014764 -0.22871406
 -0.24302314  1.4965787  -0.31586745  0.28301474]"
326,344,1,"[ 1.9354632  -1.0762947   1.1766933   0.42687875  0.33183673 -0.44353607
  0.4798316   0.6661461   0.12566978  0.02206482]"
327,345,2,"[ 0.6624385   0.34942204 -0.17333692  0.8649273   0.1539316   0.8556016
  0.967873    1.2478096  -0.67720413 -0.20739987]"
328,346,2,"[ 0.24007338 -0.26634288  0.8647484   1.6001526  -0.54813    -0.12881562
  0.8543995   0.92504025 -0.22432467 -0.5416839 ]"
329,347,2,"[-0.267616   -0.25273713  1.0437977   1.4973388   0.38656536  0.1590186
  0.3458788   1.3101847  -0.17844738 -0.08777256]"
330,348,3,"[ 0.27053392  0.40389338 -0.02949657  0.8520547   0.66498667  0.47109148
  0.12342543  1.0225463  -0.7378477  -0.5506455 ]"
331,349,3,"[ 0.3574096   0.20109579  0.21802074 -0.03903626 -1.3642386  -0.28818837
 -0.6175194   2.0003607  -1.6000165  -1.1130124 ]"
332,350,2,"[ 2.0663733  -0.9829567   0.9541022  -0.86280346  0.22064945 -0.40925297
  0.23823978  1.9738292  -0.47970125  0.8404749 ]"
333,351,3,"[-0.50550646 -0.78878486  0.01171829  1.4565668  -1.5730281  -0.38656875
  0.38594472  1.3806069  -0.36667946 -1.7804363 ]"
334,352,3,"[ 1.016734    0.0206309   1.3537806   1.4137045  -0.37339532  1.1437612
  0.14687629  0.6147776  -0.66626936 -0.65619916]"
